file,id,episode,category,start,end,dur,method,cutaways,note,holds,cuts,tags
S03E23_S03E23-screen-03_kent_brockman.mp4,S03E23-screen-03,S03E23,kent_brockman,00:09:01.93,00:10:34.15,57.590,screen_only,0,,00:09:23.34-00:09:25.93; 00:10:20.19-00:10:27.35; 00:10:30.68*-00:10:38.96,00:09:25.93-00:09:34.50; 00:09:54.13-10:20.19,kent_brockman+news
S03E23_S03E23-itchy_scratchy-01_itchy_scratchy.mp4,S03E23-itchy_scratchy-01,S03E23,itchy_scratchy,00:15:30.06,00:15:45.61,15.550,mask,1,,00:15:30.06-00:15:33.90,,itchy_scratchy
S03E23_S03E23-itchy_scratchy-04_movie.mp4,S03E23-itchy_scratchy-04,S03E23,movie,00:15:56.41,00:16:07.29,10.880,manual,0,,,,movie
S04E01_S04E01-screen-00_krusty.mp4,S04E01-screen-00,S04E01,krusty,00:06:38.38,00:07:16.68,38.300,screen_only,1,,00:06:43.30*-00:06:44.54; 00:06:59.37-00:07:00.66,,krusty
S04E01_S04E01-screen-02_kent_brockman_krusty.mp4,S04E01-screen-02,S04E01,kent_brockman+krusty,00:18:54.09,00:20:06.79,65.100,screen_only,1,,00:18:57.19-00:19:05.70,00:19:07.68-00:19:08.53; 00:19:34.30-00:19:36.85; 00:19:39.16-00:19:43.36,kent_brockman+krusty
S04E02_S04E02-troy_mcclure-01_troy_mcclure.mp4,S04E02-troy_mcclure-01,S04E02,troy_mcclure,00:01:22.46,00:01:51.942,29.482,bezel,0,,00:01:32.420-00:01:34.360; 00:01:51.911*-00:01:51.942,,troy_mcclure
S04E03_S04E03-screen-02_screen.mp4,S04E03-screen-02,S04E03,screen,00:06:21.01,00:06:33.07,9.410,screen_only,1,,00:06:21.010-00:06:21.101,00:06:26.67-00:06:29.32,screen
S04E03_S04E03-screen-04_itchy_scratchy.mp4,S04E03-screen-04,S04E03,itchy_scratchy,00:13:25.30,00:14:01.69,36.390,screen_only,1,,,,itchy_scratchy
S04E04_S04E04-screen-01_screen.mp4,S04E04-screen-01,S04E04,screen,00:05:42.21,00:06:37.93,52.610,screen_only,0,,00:05:42.21-00:05:44.44; 00:06:32.89-00:06:37.93,00:06:15.54-00:06:17.19; 00:06:32.88-00:06:34.34,screen
S04E04_S04E04-bumper-00_kent_brockman.mp4,S04E04-bumper-00,S04E04,kent_brockman,00:15:58,00:16:41.626,43.626,bezel,0,,00:15:58.000-00:15:58.891; 00:16:41.591*-00:16:41.626,,kent_brockman
S04E04_S04E04-screen-02_kent_brockman.mp4,S04E04-screen-02,S04E04,kent_brockman,00:21:03.51,00:21:27.20,23.690,screen_only,0,,,,kent_brockman
S04E06_S04E06-screen-02_movie.mp4,S04E06-screen-02,S04E06,movie,00:01:21.06,00:01:53.78,32.720,screen_only,0,,00:01:38.78*-00:01:42.29,,movie
S04E06_S04E06-screen-03_itchy_scratchy.mp4,S04E06-screen-03,S04E06,itchy_scratchy,00:09:49.27,00:10:18.49,29.220,screen_only,0,,,,itchy_scratchy
S04E06_S04E06-itchy_scratchy-04_bumblebee.mp4,S04E06-itchy_scratchy-04,S04E06,bumblebee,00:10:47.59,00:10:52.35,4.760,manual,0,,,,bumblebee
S04E06_S04E06-kent_brockman-00_kent_brockman_itchy_scratchy.mp4,S04E06-kent_brockman-00,S04E06,kent_brockman+itchy_scratchy,00:12:40.29,00:14:56.511,131.700,bezel,1,,00:12:42.05*-00:12:45.66,00:12:53.355-00:12:55.665; 00:14:23.511-00:14:25.722,itchy_scratchy+kent_brockman
S04E06_S04E06-itchy_scratchy-01_itchy_scratchy.mp4,S04E06-itchy_scratchy-01,S04E06,itchy_scratchy,00:21:11.83,00:21:52.51,40.680,no_yellow,0,,00:21:16.980-00:21:18.170; 00:21:52.484*-00:21:52.510,,itchy_scratchy
S04E07_S04E07-troy_mcclure-00_troy_mcclure.mp4,S04E07-troy_mcclure-00,S04E07,troy_mcclure,00:02:19,00:03:11.82,47.080,bezel,1,,00:02:19.000-00:02:20.490; 00:02:31.280-00:02:32.270; 00:02:36.799-00:02:39.000; 00:02:51.640-00:02:56.470; 00:02:57.330-00:02:57.890; 00:02:59.940-00:03:03.650; 00:03:05.610*-00:03:11.820,00:02:43.11-00:02:48.85,troy_mcclure
S04E08_S04E08-screen-00_advert.mp4,S04E08-screen-00,S04E08,advert,00:02:32,00:02:53.22,18.850,screen_only,1,,00:02:32.00-00:02:33.55; 00:02:39.25-00:02:40.44,00:02:42.47-00:02:44.84,advert
S04E08_S04E08-screen-01_game.mp4,S04E08-screen-01,S04E08,game,00:10:26.00,00:10:48,13.630,screen_only,1,,,00:10:31.03-00:10:33.60; 00:10:35.36-00:10:41.16,game
S04E09_S04E09-troy_mcclure-00_troy_mcclure_bumblebee.mp4,S04E09-troy_mcclure-00,S04E09,troy_mcclure+bumblebee,00:01:19.94,00:02:31.086,59.896,bezel,1,,00:02:22.865*-00:02:22.900; 00:02:31.049*-00:02:31.086,00:01:52.49-00:02:00.73; 00:02:22.90-00:02:25.91,bumblebee+troy_mcclure
S04E09_S04E09-advert-01_advert.mp4,S04E09-advert-01,S04E09,advert,00:08:08.78,00:08:29.143,20.363,bezel,0,,00:08:07.00-00:08:08.52,,advert+music
S04E09_S04E09-advert-02_advert.mp4,S04E09-advert-02,S04E09,advert,00:08:53.05,00:10:02,64.158,bezel,1,,00:09:36.023*-00:09:36.055; 00:09:51.203*-00:09:51.235; 00:10:00.773*-00:10:00.805,00:09:36.055-00:09:38.563; 00:09:51.235-00:09:52.324; 00:10:00.805-00:10:02.059,advert
S04E09_S04E09-advert-08_music.mp4,S04E09-advert-08,S04E09,music,00:09:53.23,00:09:59.04,5.810,manual,0,,,,music
S04E09_S04E09-screen-03_advert.mp4,S04E09-screen-03,S04E09,advert,00:13:21.33,00:14:15.30,46.270,screen_only,1,,00:14:05.336*-00:14:05.380,00:13:39.97-00:13:45.89; 00:14:05.38-00:14:07.16,advert+music
S04E09_S04E09-advert-06_music.mp4,S04E09-advert-06,S04E09,music,00:13:45.89,00:14:14.84,28.950,manual,0,,,,music
S04E09_S04E09-screen-04_kent_brockman.mp4,S04E09-screen-04,S04E09,kent_brockman,00:17:22.17,00:17:40.83,18.660,screen_only,0,,00:17:22.17-00:17:25.93,,kent_brockman
S04E09_S04E09-screen-05_kent_brockman.mp4,S04E09-screen-05,S04E09,kent_brockman,00:18:41.78,00:19:11.39,29.260,screen_only,1,,00:18:41.78-00:18:42.49; 00:18:45.76-00:18:46.35,00:18:45.41-00:18:45.76,kent_brockman
S04E10_S04E10-screen-02_itchy_scratchy_krusty.mp4,S04E10-screen-02,S04E10,itchy_scratchy+krusty,00:11:57.05,00:12:53.56,52.350,screen_only,1,,00:11:57.05-00:11:59.39,00:12:16.81-00:12:18.57; 00:12:37.10-00:12:39.50,itchy_scratchy+krusty+sports
S04E10_S04E10-bumper-00_bumper.mp4,S04E10-bumper-00,S04E10,bumper,00:14:39,00:15:06,22.710,bezel,1,,00:14:39.000-00:14:39.790; 00:14:47.530*-00:14:50.480; 00:15:05.363*-00:15:05.400,00:14:50.48-00:14:54.17; 00:15:05.40-00:15:06.06,bumper
S04E10_S04E10-bumper-01_bumper.mp4,S04E10-bumper-01,S04E10,bumper,00:18:18.86,00:19:05.174,41.959,bezel,1,,00:18:18.860-00:18:23.790; 00:18:33.296*-00:18:33.329; 00:18:51.460-00:18:52.940; 00:19:05.141*-00:19:05.174,00:18:33.329-00:18:35.93; 00:18:52.20-00:18:53.954,bumper
S04E11_S04E11-screen-00_advert.mp4,S04E11-screen-00,S04E11,advert,00:12:12.76,00:12:44.06,27.670,screen_only,1,,00:12:12.76-00:12:13.76,00:12:19.03-00:12:22.66,advert
S04E11_S04E11-screen-01_screen.mp4,S04E11-screen-01,S04E11,screen,00:17:20.02,00:17:55.49,27.800,screen_only,1,,00:17:20.02-00:17:28.55,00:17:25.16-00:17:28.55; 00:17:43.08-00:17:47.36,screen
S04E12_S04E12-screen-00_advert.mp4,S04E12-screen-00,S04E12,advert,00:10:02.26,00:10:22.29,16.490,screen_only,1,,00:10:01.37-00:10:04.71; 00:10:07.72-00:10:08.22; 00:10:10.91*-00:10:11.34,00:10:03.96-00:10:04.71; 00:10:08.22-00:10:09.06; 00:10:11.34-00:10:13.29,advert
S04E13_S04E13-screen-00_advret.mp4,S04E13-screen-00,S04E13,advret,00:01:20.50,00:02:19.15,55.610,screen_only,0,,,00:02:00.09-00:02:03.13,advret
S04E13_S04E13-screen-01_screen.mp4,S04E13-screen-01,S04E13,screen,00:06:47.55,00:08:08.25,56.720,screen_only,0,,00:06:47.550-00:06:47.567; 00:07:14.410-00:07:21.520; 00:07:34.400*-00:07:36.640; 00:07:45.630*-00:07:47.670; 00:07:53.190-00:07:58.790; 00:08:04.140*-00:08:08.250,00:06:57.79-00:07:04.71; 00:07:16.38-00:07:21.60; 00:07:36.36-00:07:44.22; 00:07:47.67-00:07:51.65,screen
S04E13_S04E13-screen-03_advert.mp4,S04E13-screen-03,S04E13,advert,00:10:59.64,00:11:20.72,21.080,screen_only,0,,00:11:20.25*-00:11:20.72,,advert
S04E14_S04E14-bumper-00_krusty.mp4,S04E14-bumper-00,S04E14,krusty,00:04:57.13,00:05:36.07,38.940,no_yellow,0,,00:04:57.13-00:05:03.12,,krusty
S04E14_S04E14-krusty-04_advert.mp4,S04E14-krusty-04,S04E14,advert,00:05:39.45,00:05:49.81,10.360,manual,0,,00:05:39.45-00:05:40.51; 00:05:47.49*-00:05:48.44,,advert
S04E14_S04E14-advert-05_krusty.mp4,S04E14-advert-05,S04E14,krusty,00:05:58.86,00:06:18.05,19.190,manual,0,,00:05:58.86-00:06:00.12,,krusty
S04E14_S04E14-screen-02_screen.mp4,S04E14-screen-02,S04E14,screen,00:09:41.65,00:10:00.05,18.400,screen_only,0,,,,screen
S04E14_S04E14-screen-03_itchy_scratchy.mp4,S04E14-screen-03,S04E14,itchy_scratchy,00:17:03.66,00:17:28.85,25.190,screen_only,1,,00:17:03.66-00:17:05.40,,itchy_scratchy
S04E15_S04E15-itchy_scratchy-00_itchy_scratchy.mp4,S04E15-itchy_scratchy-00,S04E15,itchy_scratchy,00:07:14.24,00:08:04.807,48.481,bezel,1,,00:07:14.240-00:07:16.830; 00:08:04.778*-00:08:04.807,00:07:45.000-00:07:47.086,itchy_scratchy
S04E15_S04E15-screen-01_krusty.mp4,S04E15-screen-01,S04E15,krusty,00:09:38,00:10:05.85,27.850,screen_only,0,,,,krusty
S04E15_S04E15-screen-02_krusty.mp4,S04E15-screen-02,S04E15,krusty,00:13:28.52,00:15:49.66,141.140,screen_only,0,,00:15:40.10-00:15:45.21,,krusty+music
S04E16_S04E16-troy_mcclure-00_troy_mcclure.mp4,S04E16-troy_mcclure-00,S04E16,troy_mcclure,00:11:35.53,00:12:42.86,53.970,mask,1,,00:12:18.26*-00:12:42.86,00:11:38.02-00:11:44.66; 00:11:49.28-00:11:56.00,troy_mcclure
S04E16_S04E16-screen-01_advert.mp4,S04E16-screen-01,S04E16,advert,00:17:59.05,00:18:20.07,21.020,screen_only,1,,00:17:59.05-00:18:00.92,,advert
S04E17_S04E17-mcbain-00_mendoza.mp4,S04E17-mcbain-00,S04E17,mendoza,00:00:53.00,00:02:03.40,70.400,no_yellow,0,,,,mcbain+mendoza
S04E17_S04E17-bumper-01_bumper.mp4,S04E17-bumper-01,S04E17,bumper,00:05:17.68,00:05:29.976,12.296,bezel,0,,00:05:17.680-00:05:22.160; 00:05:29.942*-00:05:29.976,,bumper
S04E19_S04E19-itchy_scratchy-00_itchy_scratchy.mp4,S04E19-itchy_scratchy-00,S04E19,itchy_scratchy,00:02:11,00:02:49.72,34.320,bezel,0,,00:02:11.000-00:02:11.495,00:02:27.96-00:02:32.36,itchy_scratchy
S04E19_S04E19-itchy_scratchy-01_itchy_scratchy.mp4,S04E19-itchy_scratchy-01,S04E19,itchy_scratchy,00:12:16.12,00:13:16.35,51.670,no_yellow,0,,00:12:47.861-00:12:50.600; 00:13:15.770*-00:13:16.350,00:12:38.37-00:12:44.24; 00:12:47.88-00:12:50.57,itchy_scratchy+music
S04E20_S04E20-kent_brockman-00_kent_brockman.mp4,S04E20-kent_brockman-00,S04E20,kent_brockman,00:06:43.01,00:07:39.737,54.615,bezel,1,,00:06:43.010-00:06:45.122; 00:07:02.606*-00:07:02.645; 00:07:39.698*-00:07:39.737,00:07:02.645-00:07:04.757,kent_brockman
S04E20_S04E20-itchy_scratchy-01_itchy_scratchy.mp4,S04E20-itchy_scratchy-01,S04E20,itchy_scratchy,00:12:20.53,00:12:35,13.954,bezel,0,,00:12:20.530-00:12:24.419; 00:12:34.454*-00:12:34.484,00:12:34.484-00:12:35.045,itchy_scratchy
S04E21_S04E21-advert-01_advert_troy_mcclure.mp4,S04E21-advert-01,S04E21,advert+troy_mcclure,00:01:21.69,00:03:04.66,98.980,bezel,0,,00:02:14.000-00:02:14.825,00:02:10.88-00:02:14.87,advert+troy_mcclure
S04E21_S04E21-screen-02_itchy_scratchy.mp4,S04E21-screen-02,S04E21,itchy_scratchy,00:05:15.45,00:05:37.91,22.460,screen_only,1,,,,itchy_scratchy
S04E21_S04E21-itchy_scratchy-04_news.mp4,S04E21-itchy_scratchy-04,S04E21,news,00:05:41.48,00:05:57.45,15.970,manual,0,,,,news
S04E21_S04E21-screen-03_screen.mp4,S04E21-screen-03,S04E21,screen,00:07:08.92,00:07:20.27,11.350,screen_only,0,,00:07:20.06*-00:07:20.27,,screen
S04E22_S04E22-mcbain-00_kent_brockman.mp4,S04E22-mcbain-00,S04E22,kent_brockman,00:01:21.97,00:02:23.78,61.810,no_yellow,0,,,,kent_brockman
S04E22_S04E22-kent_brockman-06_advert.mp4,S04E22-kent_brockman-06,S04E22,advert,00:02:28.05,00:02:30.25,2.200,manual,0,,,,advert
S04E22_S04E22-screen-02_screen.mp4,S04E22-screen-02,S04E22,screen,00:03:19.67,00:04:34.12,64.180,screen_only,0,,,00:03:37.28-00:03:46.29; 00:03:48.70-00:03:49.96,music+screen
S04E22_S04E22-screen-07_bumblebee.mp4,S04E22-screen-07,S04E22,bumblebee,00:04:57.49,00:05:03.11,5.620,manual,0,,,,bumblebee
S04E22_S04E22-screen-03_krusty.mp4,S04E22-screen-03,S04E22,krusty,00:05:24.42,00:06:05.46,36.530,screen_only,0,,00:05:52.72*-00:05:53.12,00:05:53.12-00:05:57.63,krusty
S04E22_S04E22-krusty-08_news.mp4,S04E22-krusty-08,S04E22,news,00:06:05.56,00:06:16.48,10.920,manual,0,,,,news
S04E22_S04E22-news-09_krusty_itchy_scratchy.mp4,S04E22-news-09,S04E22,krusty+itchy_scratchy,00:06:19.36,00:06:53.70,34.340,manual,0,,,,itchy_scratchy+krusty
S04E22_S04E22-screen-04_screen.mp4,S04E22-screen-04,S04E22,screen,00:08:50.81,00:09:31.83,41.020,screen_only,1,,00:09:20.82-00:09:23.33,,screen
S04E22_S04E22-screen-10_kent_brockman.mp4,S04E22-screen-10,S04E22,kent_brockman,00:10:24.04,00:10:35.44,11.400,manual,0,,,,kent_brockman
S04E22_S04E22-kent_brockman-11_screen.mp4,S04E22-kent_brockman-11,S04E22,screen,00:11:50.33,00:12:05.39,15.060,manual,0,,00:11:56.48*-00:12:05.39,,music
S04E22_S04E22-screen-05_screen.mp4,S04E22-screen-05,S04E22,screen,00:15:18,00:15:29.84,7.710,screen_only,1,,00:15:18.00-00:15:19.31;00:15:27.32-00:15:27.66,00:15:23.19-00:15:27.32,screen
S05E02_S05E02-mcbain-00_mcbain.mp4,S05E02-mcbain-00,S05E02,mcbain,00:01:39.57,00:02:17.82,38.250,no_yellow,0,,,,mcbain
S05E02_S05E02-itchy_scratchy-01_itchy_scratchy.mp4,S05E02-itchy_scratchy-01,S05E02,itchy_scratchy,00:03:11.42,00:03:54.07,42.650,bezel,0,,00:03:11.420-00:03:14.555,,itchy_scratchy
S05E03_S05E03-bumper-00_bumper.mp4,S05E03-bumper-00,S05E03,bumper,00:06:12.40,00:07:00.59,45.088,bezel,0,,,00:06:29.395-00:06:32.497,bumper
S05E03_S05E03-screen-01_itchy_scratchy.mp4,S05E03-screen-01,S05E03,itchy_scratchy,00:17:06.51,00:17:46.94,36.800,screen_only,0,,00:17:06.510-00:17:14.496; 00:17:40.232*-00:17:40.269,00:17:40.269-00:17:43.899,itchy_scratchy
S05E04_S05E04-screen-00_screen.mp4,S05E04-screen-00,S05E04,screen,00:05:05.90,00:05:22.11,16.210,screen_only,1,,,,screen
S05E04_S05E04-screen-01_screen.mp4,S05E04-screen-01,S05E04,screen,00:16:47.66,00:17:48.33,54.640,screen_only,1,,00:17:02.389-00:17:02.489; 00:17:48.284*-00:17:48.330,00:16:52.26-00:16:56.11; 00:17:01.30-00:17:02.39; 00:17:09.32-00:17:10.41,music+screen
S05E04_S05E04-screen-02_screen.mp4,S05E04-screen-02,S05E04,screen,00:18:20.89,00:18:30.74,9.850,screen_only,0,,,,screen
S05E05_S05E05-screen-00_screen.mp4,S05E05-screen-00,S05E05,screen,00:15:35.67,00:15:58.56,22.890,screen_only,1,,00:15:35.67-00:15:40.44,,screen
S05E06_S05E06-troy_mcclure-00_troy_mcclure.mp4,S05E06-troy_mcclure-00,S05E06,troy_mcclure,00:01:07.15,00:01:46.61,37.084,bezel,1,,,00:01:41.701-00:01:44.077,troy_mcclure
S05E06_S05E06-screen-01_news.mp4,S05E06-screen-01,S05E06,news,00:18:25.95,00:19:04.53,28.160,screen_only,1,,00:18:25.95-00:18:28.66,00:18:38.40-00:18:47.18; 00:18:57.96-00:18:59.60,news
S05E07_S05E07-troy_mcclure-00_troy_mcclure.mp4,S05E07-troy_mcclure-00,S05E07,troy_mcclure,00:07:51.58,00:09:17.71,81.906,no_yellow,1,,00:07:51.580-00:08:43.357; 00:09:07.313*-00:09:07.348,00:09:07.348-00:09:11.572,troy_mcclure
S05E08_S05E08-itchy_scratchy-00_itchy_scratchy.mp4,S05E08-itchy_scratchy-00,S05E08,itchy_scratchy,00:11:36,00:11:53.79,17.790,bezel,0,,00:11:36.000-00:11:37.221,,itchy_scratchy
S05E09_S05E09-kent_brockman-00_kent_brockman.mp4,S05E09-kent_brockman-00,S05E09,kent_brockman,00:11:02.78,00:11:31.88,22.995,bezel,1,,00:11:13.703*-00:11:13.736; 00:11:20.336*-00:11:20.369; 00:11:23.207*-00:11:23.240,00:11:13.736-00:11:15.221; 00:11:20.369-00:11:20.996; 00:11:23.240-00:11:27.233,kent_brockman
S05E10_S05E10-kent_brockman-00_kent_brockman.mp4,S05E10-kent_brockman-00,S05E10,kent_brockman,00:03:24.27,00:04:03.44,7.656,bezel,0,,,00:03:31.926-00:04:03.441,kent_brockman
S05E12_S05E12-kent_brockman-00_kent_brockman.mp4,S05E12-kent_brockman-00,S05E12,kent_brockman,00:11:17.05,00:11:32.83,15.780,anchor_only,0,,,,kent_brockman
S05E12_S05E12-bumper-01_bumper.mp4,S05E12-bumper-01,S05E12,bumper,00:17:52.18,00:18:20.64,28.460,anchor_only,0,,,,bumper
S05E13_S05E13-bumper-01_bumper.mp4,S05E13-bumper-01,S05E13,bumper,00:02:27.97,00:03:14.27,28.876,bezel,1,kent_brockman,00:02:27.970-00:02:29.950,00:02:34.834-00:02:44.239; 00:03:02.884-00:03:10.903,bumper
S05E13_S05E13-screen-02_news.mp4,S05E13-screen-02,S05E13,news,00:04:40.27,00:05:06.91,19.640,screen_only,0,,,00:04:57.34-00:05:04.34,news
S05E13_S05E13-screen-03_screen.mp4,S05E13-screen-03,S05E13,screen,00:06:54.84,00:07:04.89,10.050,screen_only,0,,,,screen
S05E14_S05E14-screen-01_advert.mp4,S05E14-screen-01,S05E14,advert,00:06:29,00:06:40.48,11.480,screen_only,0,,,,advert
S05E15_S05E15-screen-01_news.mp4,S05E15-screen-01,S05E15,news,00:02:46.14,00:03:33.14,35.850,screen_only,1,,,00:02:49.940-00:02:50.990; 00:03:16.640-00:03:19.740; 00:03:23.290-00:03:30.290,news
S05E15_S05E15-screen-02_screen.mp4,S05E15-screen-02,S05E15,screen,00:04:30.07,00:05:01.30,31.230,screen_only,1,,00:04:44.38-00:04:45.41,,screen
S05E15_S05E15-itchy_scratchy-00_itchy_scratchy.mp4,S05E15-itchy_scratchy-00,S05E15,itchy_scratchy,00:11:42.73,00:12:28.13,45.400,no_yellow,0,,,,itchy_scratchy
S05E15_S05E15-screen-03_kent_brockman.mp4,S05E15-screen-03,S05E15,kent_brockman,00:16:57.11,00:17:44.69,45.680,screen_only,1,,00:16:57.110-00:16:59.110; 00:17:05.213*-00:17:05.260,00:17:05.260-00:17:07.160,kent_brockman
S05E15_S05E15-screen-04_kent_brockman.mp4,S05E15-screen-04,S05E15,kent_brockman,00:19:46.02,00:20:10.66,23.540,screen_only,1,,00:19:54.812*-00:19:54.870,00:19:54.870-00:19:55.970,kent_brockman
S05E16_S05E16-kent_brockman-00_kent_brockman.mp4,S05E16-kent_brockman-00,S05E16,kent_brockman,00:00:32.38,00:01:09.42,37.040,no_yellow,0,,00:01:04.29*-00:01:09.59,,kent_brockman+sports
S05E18_S05E18-screen-00_screen.mp4,S05E18-screen-00,S05E18,screen,00:10:39.36,00:10:54.827,15.467,screen_only,1,,00:10:39.360-00:10:42.155; 00:10:54.794*-00:10:54.827,,screen
S05E18_S05E18-screen-01_screen.mp4,S05E18-screen-01,S05E18,screen,00:16:41.35,00:17:14.49,33.140,screen_only,1,,00:16:41.35-00:16:43.53,,screen
S05E20_S05E20-screen-01_screen.mp4,S05E20-screen-01,S05E20,screen,00:17:18.33,00:17:51.496,33.166,screen_only,1,,00:17:18.33-00:17:29.04,,screen
S05E20_S05E20-screen-02_screen.mp4,S05E20-screen-02,S05E20,screen,00:17:59.63,00:18:13.18,13.550,manual,1,"McGarnigal, second part (added by hand)",00:18:06.50*-00:18:13.18,,screen
S05E21_S05E21-troy_mcclure-00_troy_mcclure.mp4,S05E21-troy_mcclure-00,S05E21,troy_mcclure,00:07:23.90,00:07:58.60,31.961,mask,1,,00:07:23.900-00:07:25.290; 00:07:45.143*-00:07:45.173,00:07:45.173-00:07:47.912,itchy_scratchy+troy_mcclure
S06E01_S06E01-itchy_scratchy-04_krusty.mp4,S06E01-itchy_scratchy-04,S06E01,krusty,00:08:47.15,00:10:27.31,90.690,manual,0,,,00:09:41.51-00:09:50.98,krusty
S06E01_S06E01-screen-01_itchy_scratchy.mp4,S06E01-screen-01,S06E01,itchy_scratchy,00:08:47.15,00:09:41.554,54.404,screen_only,0,,,,itchy_scratchy
S06E01_S06E01-screen-02_krusty.mp4,S06E01-screen-02,S06E01,krusty,00:13:55.01,00:14:03.58,8.570,screen_only,1,,00:13:55.016-00:13:55.048,00:14:03.636-00:14:12.183; 00:14:15.021-00:14:16.011,krusty
S06E03_S06E03-screen-00_itchy_scratchy.mp4,S06E03-screen-00,S06E03,itchy_scratchy,00:01:34,00:02:02.38,28.380,screen_only,1,,00:01:34.000-00:01:35.320,,itchy_scratchy
S06E04_S06E04-itchy_scratchy-00_itchy_scratchy.mp4,S06E04-itchy_scratchy-00,S06E04,itchy_scratchy,00:00:33.55,00:01:47.14,71.115,bezel,0,,00:00:33.550-00:00:35.530,00:00:48.037-00:00:48.730; 00:01:11.302-00:01:13.084,itchy_scratchy
S06E04_S06E04-screen-01_itchy_scratchy.mp4,S06E04-screen-01,S06E04,itchy_scratchy,00:13:49.71,00:15:03.73,74.020,screen_only,1,,00:13:49.71-00:13:52.98; 00:14:08.53-00:14:13.29,,itchy_scratchy
S06E05_S06E05-screen-00_advert.mp4,S06E05-screen-00,S06E05,advert,00:09:19.73,00:09:39.67,19.940,screen_only,0,,,,advert+music
S06E05_S06E05-screen-01_advert.mp4,S06E05-screen-01,S06E05,advert,00:10:51.97,00:11:07.74,15.770,screen_only,0,,,,advert
S06E05_S06E05-screen-02_news.mp4,S06E05-screen-02,S06E05,news,00:13:07.726,00:13:15.811,8.085,screen_only,0,,,,news
S06E08_S06E08-kent_brockman-00_kent_brockman.mp4,S06E08-kent_brockman-00,S06E08,kent_brockman,00:00:37,00:01:17,32.700,bezel,1,,00:00:37.000-00:00:38.200,00:00:42.400-00:00:49.100; 00:01:16.400-00:01:17.000,kent_brockman+news
S06E09_S06E09-screen-00_news.mp4,S06E09-screen-00,S06E09,news,00:10:26.320,00:11:30.29,58.210,screen_only,1,,00:10:28.180*-00:10:34.030; 00:11:30.170*-00:11:30.290,00:10:28.30-00:10:32.19; 00:10:57.83-00:10:59.70,news
S06E09_S06E09-screen-01_news.mp4,S06E09-screen-01,S06E09,news,00:12:49,00:13:55.80,60.365,screen_only,1,,00:12:49.000-00:12:50.320,00:12:57.712-00:13:00.055; 00:13:12.166-00:13:16.258,news
S06E09_S06E09-screen-02_screen.mp4,S06E09-screen-02,S06E09,screen,00:17:12.34,00:17:27.98,15.640,screen_only,0,,00:17:11.000-00:17:12.353,00:17:28.061-00:17:29.051,screen
S06E09_S06E09-screen-03_news.mp4,S06E09-screen-03,S06E09,news,00:19:56.99,00:20:17.18,18.040,screen_only,0,,00:19:56.993-00:19:57.025,00:20:01.60-00:20:03.75,news
S06E09_S06E09-screen-04_news.mp4,S06E09-screen-04,S06E09,news,00:20:40.74,00:21:10.83,19.970,screen_only,1,,00:20:40.74-00:20:42.66; 00:21:00.22-00:21:02.20,00:20:51.32-00:21:00.22; 00:21:08.00-00:21:09.22,news
S06E10_S06E10-bumper-00_troy_mcclure.mp4,S06E10-bumper-00,S06E10,troy_mcclure,00:00:31,00:00:55.354,24.354,mask,0,,00:00:31.000-00:00:32.287; 00:00:55.316*-00:00:55.354,,troy_mcclure
S06E10_S06E10-screen-02_screen.mp4,S06E10-screen-02,S06E10,screen,00:14:37.79,00:14:45.43,7.640,screen_only,0,,00:14:37.000-00:14:37.759,,screen
S06E13_S06E13-bumper-00_bumper.mp4,S06E13-bumper-00,S06E13,bumper,00:00:32,00:00:52.63,20.630,bezel,0,,00:00:32.000-00:00:33.485,,bumper
S06E14_S06E14-screen-01_kent_brockman.mp4,S06E14-screen-01,S06E14,kent_brockman,00:13:16.50,00:14:37.45,80.950,screen_only,0,,00:13:16.50-00:13:20.79,,kent_brockman
S06E15_S06E15-screen-00_krusty.mp4,S06E15-screen-00,S06E15,krusty,00:00:32,00:01:09.55,29.980,screen_only,1,,00:00:32.000-00:00:32.850,00:00:52.40-00:00:59.97,krusty
S06E16_S06E16-screen-00_advert.mp4,S06E16-screen-00,S06E16,advert,00:10:32.400,00:10:36.650,4.250,screen_only,0,,,,advert
S06E18_S06E18-kent_brockman-00_kent_brockman.mp4,S06E18-kent_brockman-00,S06E18,kent_brockman,00:00:25.53,00:01:19.15,53.620,no_yellow,0,,,,kent_brockman
S06E18_S06E18-screen-03_news.mp4,S06E18-screen-03,S06E18,news,00:01:25.60,00:01:57.32,31.720,screen_only,0,,00:01:25.000-00:01:25.900,,news
S06E18_S06E18-mcbain-01_mcbain.mp4,S06E18-mcbain-01,S06E18,mcbain,00:05:17.56,00:06:24,65.500,bezel,0,,00:06:23.012*-00:06:23.060,00:06:23.060-00:06:24.060,mcbain
S06E20_S06E20-screen-00_kent_brockman.mp4,S06E20-screen-00,S06E20,kent_brockman,00:00:34,00:00:59.02,25.020,screen_only,0,,00:00:34.000-00:00:34.750,,kent_brockman
S06E22_S06E22-screen-00_news.mp4,S06E22-screen-00,S06E22,news,00:09:34,00:10:20.93,46.930,screen_only,0,,00:09:34.000-00:09:35.250,,krusty+news
S06E23_S06E23-screen-00_screen.mp4,S06E23-screen-00,S06E23,screen,00:10:06,00:10:48.000,42.000,screen_only,0,,00:10:06.000-00:10:06.650,,screen
